osm_id,name,category,city,address,phone,website,latitude,longitude
6236284585,Alfindo Group,company,,,,,-6.1489309,106.8076894
12740671401,Alguntal,company,,"Jalan Taman Asri Utama, B7 No.7",,https://alguntal.xyz,-6.2440821,106.7315645
3279934870,Allianz,insurance,Denpasar,"Jalan Diponegoro, B21, Denpasar",,,-8.6658372,115.2148408
6948597510,AloDoktor,company,,,,,-6.2253914,106.8282971
381702979,Altrak '78,company,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.635801,115.2300173
1198173612,Amanah Yakin Istiqomah,company,Bandung,"Jalan Magna Barat, 32",,,-6.9577442,107.6885576
367608357,Amway Indonesia,company,Denpasar,"Jalan Hayam Wuruk, 298, Denpasar",,,-8.6719076,115.2440294
448777748,Andalan Finance,financial,Denpasar,"Jalan Bypass Gatot Subroto, 321, Denpasar",,,-8.6386332,115.2011674
3239117765,Antheia Photography,company,,"Rukan Cordoba, B30, Jakarta Utara",,,-6.1109118,106.7419364
1443168773,Anugerah Lestari Teknokreasi,it,Bandung,38,,,-6.9592152,107.7007929
13769750617,Anugrah Tri Putra,company,Bekasi,"Jalan Pesona Metropolitan Raya, 631",,,-6.2924738,106.9891886
6894760786,April,company,,,,,-6.1982484,106.8226443
4196648528,Armada Finance,financial,Denpasar,"Jalan Bypass Gatot Subroto, 100A-B, Denpasar",,,-8.6356419,115.2249147
4457574702,Arthaprima Finance,financial,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6379515,115.2006082
6251501293,Asaba,company,,,,,-6.1675488,106.829162
6894760886,Asian Agri,company,,,,,-6.1983497,106.8226411
13727782545,Asiantex,company,Bandung,"Jalan Mahar Martanegara, 51, Cimahi",,,-6.897746,107.5574051
520799085,Askrida,company,Denpasar,"Jalan Bakungsari, Kuta",,,-8.7243252,115.1762977
6239515686,Astra,company,,,,,-6.2071018,106.8213448
282189674,Astra Credit Companies,financial,Jakarta,"Jalan Tahi Bonar Simatupang, 90",,,-6.3049296,106.848672
524408211,Astra Credit Company,financial,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6360459,115.1953166
423209909,Astra Sedaya Finance,financial,Surabaya,,,,-7.2663389,112.7445882
522875002,Astragraphia,company,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6367207,115.1773336
7071021734,Asuransi ACA,insurance,Jakarta,"Jalan Cikini Raya, Jakarta Pusat",,,-6.1935992,106.8390051
381936150,Asuransi Adira,insurance,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6349781,115.2487741
339579171,Asuransi Asei,insurance,Semarang,,,,-6.9782144,110.4080556
317138903,Asuransi Astra,insurance,Denpasar,"Jalan Teuku Umar, Denpasar",,,-8.6716838,115.2086844
312889509,Asuransi Berdikari,insurance,Denpasar,"Jalan Teuku Umar, Denpasar",,,-8.6698052,115.2109848
3786009221,Asuransi Bintang,insurance,Denpasar,"Jalan Hayam Wuruk, 125D, Denpasar",,https://www.asuransibintang.com/,-8.6569536,115.2386296
4196648427,Asuransi Cakrawala Proteksi,insurance,Denpasar,,,,-8.6357142,115.2256153
12818418241,Asuransi Central Asia,insurance,Surabaya,"Jalan Veteran, 7-7A, Surabaya",+62 31 3522418,https://www.aca.co.id,-7.2412574,112.7375628
419628474,Asuransi FWD,insurance,Denpasar,"Jalan Bypass Gatot Subroto, 334, Denpasar",,,-8.635488,115.2181934
372062949,Asuransi Jasa Indonesia,insurance,Denpasar,"Jalan Hayam Wuruk, Denpasar",,,-8.6569677,115.2221217
122140800,Asuransi Jasa Raharja,insurance,Jakarta,"Jalan Hajjah R. Rasuna Said, C-2, Jakarta Selatan",,,-6.2127279,106.8310585
427969344,Asuransi Jasindo,insurance,Medan,,,,3.588736,98.6785042
321397841,Asuransi Kredit Indonesia,insurance,Denpasar,"Raya Puputan, 9, Denpasar",,,-8.6734616,115.234712
3846419318,Asuransi Mega,insurance,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6359716,115.2179371
478700153,Asuransi Raksa,insurance,Tangerang,,+62 857 7660 0600,https://www.raksaonline.com/,-6.2758388,106.6596052
157507714,Asuransi Ramayana,insurance,Jakarta,"Jalan Kebon Sirih, 49",,,-6.1834096,106.8278988
3718349232,Asuransi Sinar Mas,insurance,Denpasar,"Raya Puputan, Denpasar",,,-8.6706169,115.2214235
122140853,Asuransi Wahana Tata,insurance,Jakarta,"Jalan Hajjah R. Rasuna Said, C-4, Jakarta Selatan",,,-6.2135429,106.8310553
342907133,Asuransi Wahana Tata Semarang,insurance,Semarang,,,,-6.9696145,110.4274725
321397836,Asuransi Zurich,insurance,Denpasar,"Raya Puputan, 152, Denpasar",,,-8.6735537,115.236048
9827840505,AturKuliner,it,Bandung,"Jalan Insinyur Haji Juanda, 70, Bandung, Jawa Barat",+6285171578866,aturkuliner.id,-6.8976579,107.6133477
3780733272,Avrist,insurance,Denpasar,"Jalan Merdeka, 45, Denpasar",+62 361 244 632,https://avrist.com/,-8.6648899,115.2387535
1198173560,Awanara Creative Management,consulting,Bandung,78,,,-6.9591099,107.694651
568166114,Awann Group,company,Semarang,"Jalan Pemuda, 112, Semarang",,https://awanngroup.com/,-6.9775373,110.4167541
6894786588,BASF,company,,,,,-6.2236027,106.8229351
6900290592,BCA Insurance,insurance,Jakarta,,,,-6.2106864,106.8184965
524408200,BFI Finance,financial,Denpasar,"Jalan Bypass Gatot Subroto, 170X, Denpasar",,,-8.6371536,115.18304
4247884387,BII Tower,company,,"Jalan MH Thamrin kav 22, Central Jakarta",,,-6.1899822,106.823258
6948700985,BNI,company,,,,,-6.2233232,106.808436
448777761,BNI Life,insurance,Denpasar,"Jalan Raya Buluh Indah, Denpasar",,,-8.6378607,115.1963545
5030538814,BPR Pasar Boja,company,Semarang,,,,-6.9813876,110.3978418
1466121937,BSI Tower,financial,Jakarta,,,,-6.1813969,106.8240638
6274575042,BTN Housing Finance,financial,Jakarta,Jalan HOS Cokroaminoto,,,-6.1987117,106.8286384
12097450304,Badan Riset dan Inovasi Nasional (BRIN),research,Bandung,"Jalan Sangkuriang, Bandung",,https://brin.go.id/,-6.8819511,107.6112069
6948413291,Bahar,company,,,,,-6.2302366,106.8261942
6255570491,Balai Lelang Cipta Wahana Damai,company,,"Jalan Garuda, 2",+62214244858,,-6.1632635,106.8409676
8301476820,Balai Yasa Pulubrayan,company,Medan,,,,3.6350237,98.6713288
445058784,Bali Line Kargo,company,Denpasar,"Jalan Bypass Ngurah Rai, Sanur",,,-8.6563493,115.2535663
322208506,Bali Sari Advertisements,company,Denpasar,"Ciung Wanara 1, 5, Denpasar",,,-8.6737169,115.2345086
420277402,Bali TV,telecommunication,Denpasar,,,,-8.6267674,115.1847367
5521949922,Bali Villas HVR,company,Denpasar,,,,-8.6842437,115.1709621
8771686918,Bali Wedding Easy,company,Denpasar,"Graha Bali Paradiso, 40, Denpasar",,https://baliweddingeasy.com/,-8.7038248,115.2363408
8771614896,Bali Wedding Story - Why Imaging,company,Denpasar,"Graha Bali Paradiso, 40, Denpasar",,https://baliweddingstory.com/,-8.7037721,115.236348
11497028373,Balon Tepuk Suporter,company,,"Jalan Terate Gg 3 no 27, jakarta",+62 878 7888 9787,https://www.balon-tepuk.com/,-6.197499,106.7061388
13455352057,Balon Tepuk Supporter,company,,Semarang,,https://www.balontepuksuporter.com/,-6.1959139,106.6997217
3780733271,Bamboomedia Software,it,Denpasar,"Jalan Merdeka, Denpasar",,https://www.bamboomedia.net/,-8.6649588,115.2387548
6953818787,Bank Capital,company,,,,,-6.1930813,106.7977706
381655200,Bank Mandiri Credit Office,financial,Bandung,"Jalan Asia Afrika, Bandung",,,-6.9210082,107.6078491
448761383,Batik Kasmadji,company,Denpasar,"Jalan Bypass Gatot Subroto, 347, Denpasar",,,-8.6376085,115.1982256
511619925,Beltway Office Annex Building,company,,"Jalan Ampera Raya, DKI Jakarta",,,-6.2911725,106.8182815
6269609987,Bengkel Bubut Cipta Guna,company,Tangerang,,,,-6.1877577,106.6044326
6281175592,Bengkel Bubut Sarinande,company,,,,,-6.2865309,106.7955188
6218997086,Beritagar.id,company,,,,,-6.181186,106.8151034
6400824385,Berkah Melimpah Jaya,company,,,,,-6.1020325,106.8014756
6213079086,Bersaudara Group,company,,,,,-6.2015217,106.8070606
13293635807,Best Agro Internasional,company,,"Jalan Jenderal Gatot Subroto, Kav. 43, Jakarta Selatan",,,-6.23597,106.827271
6255540700,Bhinneka,company,,,,,-6.1656813,106.8393315
6951190090,Bhinneka Life,company,,,,,-6.2106848,106.8299176
13409017294,Big Sun Digital Jakarta,advertising_agency,,"tampak siring timur vi, 15",,,-6.1499083,106.7102932
12859974079,Bimbel Asy Syifa,company,Bekasi,,,,-6.271333,107.0011056
6239647187,Bisnis Indonesia,company,,,,,-6.2060792,106.8158817
3758630565,Biznet,telecommunication,Denpasar,"Jalan Teuku Umar, 226, Denpasar",+62 361 221917,https://www.biznetnetworks.com/,-8.6810298,115.2001715
7913537001,Biznet Networks,telecommunication,Jakarta,DKI Jakarta,,https://biz.net.id,-6.2091672,106.8204664
4240854957,Blibli.com Merchant Corner,advertising_agency,,"Jalan Aipda K.S. Tubun II C No. 8, Slipi, Palmerah, West Jakarta",,,-6.189576,106.8048353
6255689185,Blue Bird Pool,company,,,,,-6.1612351,106.848242
7839478295,Bluebird Ofiice Park,company,,"Jalan Mampang Prapatan Raya, 60, Mampang Prapatan, South Jakarta",,,-6.2461433,106.8257315
308364119,Bluebird Pool,company,Depok,,,,-6.4003787,106.8256675
6400824085,Bosco,company,,,,,-6.1099223,106.8030872
3573985609,Bosowa Takksi,company,Makassar,,,,-5.1406495,119.4848171
6175036032,Boston Consulting Group,consulting,,Jakarta,+62 21 3006 2888,https://www.bcg.com/offices/jakarta/default.aspx,-6.2171292,106.8181458
121195886,Brantas Abipraya,company,,"Jalan DI Panjaitan, 14, DKI Jakarta",,,-6.2404354,106.8771787
13736830002,Brataco,company,,,,,-6.1774636,106.8120784
375347740,Bringinlife,insurance,Denpasar,"Setiabudi, Denpasar",,,-8.6527385,115.2088759
522853394,Buku Tulis Kiky,company,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6371951,115.1806198
197318020,Bulog Divisi Regional Sulselbar,company,Makassar,,,,-5.1633017,119.4349141
6274340492,Bumi Putera,insurance,Jakarta,,,,-6.1975266,106.828818
312050207,Bumiputera 1912,insurance,Denpasar,"Jalan Diponegoro, Denpasar",,,-8.6685447,115.2158123
314697658,Bumiputera Muda 1967,insurance,Denpasar,"Jalan Diponegoro, Denpasar",,,-8.6687619,115.2156699
484649860,Bungasari Innovation Center,company,,,,,-6.217881,106.8197951
4196648426,Busan Auto Finance,financial,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.635718,115.2255198
6942821385,CCB Indonesia,company,,,,,-6.2144057,106.8175266
5726702624,CFC,company,,,,,-6.1842447,106.8111636
13999996801,CFC Center,company,,,,,-6.2068265,106.795693
6948432294,CIMB Niaga,company,,,,,-6.2234506,106.8082597
1382765728,CIMB Niaga Finance,financial,Jakarta,Tangerang Selatan,,,-6.2801708,106.7171004
13741826003,CPT Line,company,,,,,-6.1743719,106.8029802
5030538817,CS Finance,company,Semarang,,,,-6.9812831,110.3980443
631930462,CV Batang Pane Baru,company,Medan,,,,3.5368707,98.7113186
10134683673,CV DSM WH,company,,"Jalan Kali Sekretaris, 10, West Jakarta",+628780008492,,-6.1670885,106.7780091
5158408921,CV Mandiri Agung Transport,company,,,,,-6.1318425,106.8163566
523527385,CV Sinar Maju Bali,company,Denpasar,"Jalan Bypass Gatot Subroto, 470, Denpasar",,,-8.6361686,115.1887473
5158409021,CV Sinar Terang,company,,,,,-6.1318746,106.8164169
5158368822,CV Sumber Abadi Jaya,company,,,,,-6.1317869,106.8163136
524436548,CV Sumber Kaca Utama,company,Denpasar,"Jalan Bypass Gatot Subroto, 168, Denpasar",,,-8.6366422,115.1797705
446609133,CV Surya Indah Perkasa,company,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6388751,115.2051831
375048174,CV Titipan Kilat,company,Denpasar,"Letda Regug, 1, Denpasar",,,-8.6580225,115.2189043
438869909,CV. Aryta Packaging,company,,,,,-6.2173969,106.8918343
3516040673,CV. Teknodaeng Multi Sarana (Teknodaeng),company,Makassar,"Toddopuli Raya Timur, Villa Surya Mas Blok J, 10, Makassar",,http://teknodaeng.co.id,-5.1651991,119.4541397
1198173639,Cahaya Utama Abadi Niaga,company,Bandung,"Bulevar Magna, 16",,,-6.9574506,107.6890348
3888200236,Cakra Studi Global Strategis,research,Surabaya,,,,-7.2713783,112.7591665
6894785886,Capital Life,company,,,,,-6.2128094,106.8204248
316937110,Central Asia Raya,insurance,Denpasar,"P.B. Sudirman, Denpasar",,,-8.6720793,115.2178184
1198173715,Chailease Finance Indonesia,financial,Bandung,"Bulevar Magna, 53, Bandung",,,-6.9583886,107.6895076
445177239,Charoen Pokphand Indonesia,company,Denpasar,"Jalan Bypass Gatot Subroto, 330X, Denpasar",,,-8.6362425,115.2348329
6954192786,China Southern Airlines,company,,,,,-6.2302625,106.8263548
6898407086,China Taiping,company,,,,,-6.2255214,106.8175388
8771686919,Chroma Wedding,company,Denpasar,"Graha Bali Paradiso, 40, Denpasar",,https://chromawedding.com/,-8.7038389,115.2363878
6951189590,Cigna,company,,,,,-6.2283507,106.8326829
453936765,Citra Margatama Surabaya,company,Surabaya,,,,-7.3438511,112.7354062
6887400286,Clipan Finance,company,,,,,-6.1867806,106.7964727
4275635926,Commonwealth Life,insurance,Denpasar,"Jalan Bypass Gatot Subroto, Denpasar",,,-8.6387749,115.2071097
6006889690,Consultant,company,Bandung,"Venus Barat IV, 12",,,-6.9411136,107.6661288
6189209944,Coworking Space,company,,,,,-6.1657938,106.7831402
367257183,DAMRI,company,Denpasar,"Jalan Diponegoro, 194, Denpasar",,,-8.6719905,115.2152361
1371932301,DCT Agency,advertising_agency,Tangerang,,,,-6.3081308,106.6552009
8137198117,DD Pulsa Engine,company,Denpasar,"Komp. Sudirman Agung Jl. PB Sudirman, Blok B No 31",,,-8.6759572,115.2186066
1144812274,DHL,logistics,Bandung,"Bulevar Magna, 38",,,-6.9580186,107.6889812
10911338864,DHL Logistics,logistics,Jakarta,,,,-6.2444769,106.8094601
510055724,DRE Communication,company,,"Jalan Sebret, 8A, DKI Jakarta",,,-6.2853792,106.8329973
13736507711,DSV,company,,,,,-6.1462874,106.8451663
12846767550,DSV Contract Logistics Indonesia - Headoffice,logistics,Jakarta,"Jalan Halim Perdana Kusuma, DKI Jakarta",,dsv.com,-6.2541856,106.882645
13688115014,Dahlia Mustika Rahayu,company,Bekasi,,+62838 0525 1273,,-6.2951687,106.9997164
6251629285,Daikin,company,,,,,-6.1703737,106.8162614
1153739790,Dailybox Avenue,company,,,,,-6.1979697,106.7028698
363343421,Daito Printing,company,Denpasar,"Jalan Hayam Wuruk, 230, Denpasar",,,-8.6631589,115.239786
6953868988,Danamon,company,,,,,-6.2245032,106.8171589
6027670585,Dansulasia Global,company,,"Ruko Boston Square, RK5 No.18",,,-6.3530854,106.9633476
1198173635,Dante Creative,advertising_agency,Bandung,"Bulevar Magna, 26",,,-6.9576342,107.6890193
9819800007,Dapen Telkom Bandung,insurance,Bandung,,,,-6.8996187,107.6286262
5951063755,Dattabot,company,,"Grha Tirtadi, Jl. Senopati No. 71-75, 71-75",+62 21 5202568,https://dattabot.io/,-6.232635,106.8117586
1198173732,Dealoca,company,Bandung,"Bulevar Magna, 9, Bandung",,,-6.9574984,107.6895828
6951438486,Dell EMC,company,,,,,-6.1966604,106.8224492
317387592,Depo Container,company,Makassar,,,,-5.1126291,119.4181606
6187462631,Depo Jayaboard Cipta Masgo,company,,,,,-6.1725867,106.8156692
8301476917,Depo LRT Jakarta,company,,,,,-6.1574904,106.9151238
8301476918,Depo MRT Jakarta,company,,,,,-6.2904732,106.7740645
6956686786,Derma Technologies,company,,,,,-6.1883648,106.7732824
6956712285,Devis Advertising,company,,,,,-6.1851165,106.7821764
7293797999,Dharma Lautam Utama Ferry,company,Surabaya,"Jalan Perak, 512 B7-8",,,-7.202826,112.7338108
1198173607,Digi,it,Bandung,"Jalan Magna Barat, 18",,,-6.9574554,107.6885855
13192381336,Digital Marketing Tangerang Selatan (Groundwork People),advertising_agency,,"Jalan Garuda, tangerang selatan",+62 85959439462,https://groundworkpeople.com,-6.29527,106.7276229
7334417475,Dimensi Logistic,company,,"Jalan Haji Karim, 3, DKI Jakarta",+62218484448,https://dimensilogistic.co.id,-6.3114726,106.9080666
6953819286,Dipo Group,company,,,,,-6.2026928,106.8011765
5726656323,Dipo Kereta Jakarta Kota,company,,,,,-6.1350912,106.8221854
13736829901,Djabesmen,company,,,,,-6.1698165,106.8163965
13266490384,Dua Saudara Jasa,consulting,Bekasi,,,,-6.2667015,107.0165966
5271050421,Duta Indah iconic,company,Tangerang,,,,-6.2186061,106.6325812
13690214716,Dya Decoration,company,Bekasi,,,,-6.2993217,107.0204997
10679202176,D~Net Internet Service Provider,it,Surabaya,"Jalan Mayor Jenderal Sungkono, 89, Surabaya",+62 31 5480500,https://dnetprovider.id/,-7.2924575,112.7204354
12573530628,EST Jakarta,company,,"Jalan Cililitan Besar, no 2, Jakarta Timur",+62 878 8640 0229,https://estjakarta.com/,-6.2654565,106.8775776
7679925444,EXPROOFSTORE.ID,company,,"Jalan Tahi Bonar Simatupang, KAV 18, South Jakarta",,,-6.2993798,106.8319462
6948466086,EY,company,,,,,-6.2232348,106.808576
9156878646,Easy Net,telecommunication,Bandung,"Taman Kopo Indah III Blok E, 73, Bandung",+622254439999,,-6.9691919,107.552776
527476642,EasyGO GPS,company,,"Jl. Parang Tritis Raya, 1.AB, DKI Jakarta",+62 812 8505 9678,https://www.easygo-gps.co.id/,-6.1312914,106.8214588
6187462634,EasyPay,company,,,,,-6.177114,106.8159664
13258199001,Electrolux,company,,,,,-6.1751561,106.8147852
478700174,Elkadaya,company,Tangerang,,,https://www.elkadaya.com/id,-6.2750493,106.6591753
4628958014,Elteha International,company,Denpasar,"Imam Bonjol Square, A15, Denpasar",,,-8.7000086,115.1860013
6894785485,Epson,company,,,,,-6.2059776,106.8216708
3279934867,Equity,financial,Denpasar,"Jalan Diponegoro, A14, Denpasar",,,-8.6651451,115.2148542
372807806,Equity Life Indonesia,insurance,Denpasar,"Raya Puputan, Denpasar",,,-8.6730544,115.2428181
3281407699,Etrading Securities,company,Denpasar,"Raya Puputan, Denpasar",,,-8.6734423,115.2341217
5726685532,Ex. Balai Yasa SJS,company,Semarang,,,,-6.9632755,110.4321976
5726685530,Ex. Balai Yasa Samarang N.I.S,company,Semarang,,,,-6.9548207,110.4318138
5726685526,Ex. Kantor NV. Samarang Joana Stoomtram Maatschappij (NV. SJS),company,Semarang,Jalan Ronggowarsito,,,-6.9638061,110.4312149
5726685533,Ex. Stasiun Semarang Pelabuhan,company,Semarang,,,,-6.954845,110.4199451
9971637801,Exito Bali,it,Denpasar,"Jalan Kembang Matahari, Denpasar",+6281999082888,https://www.exitobali.com/,-8.6501932,115.2387217
4863109278,F 101,company,Bandung,,,,-6.8981882,107.6456559
4863109277,F 102,company,Bandung,,,,-6.8982054,107.6457119
4863109276,F 103,company,Bandung,,,,-6.8982209,107.645766
4863109275,F 104,company,Bandung,,,,-6.8982392,107.6458293
4863109274,F 105,company,Bandung,,,,-6.8982587,107.6458832
4863109273,F 106,company,Bandung,,,,-6.8982757,107.6459487
4863109272,F 107,company,Bandung,,,,-6.8982455,107.6459727
4863109271,F 108,company,Bandung,,,,-6.8981958,107.6459863
4863109270,F 111,company,Bandung,,,,-6.8981499,107.6459475
4863109269,F 112,company,Bandung,,,,-6.8981142,107.6458926
4863109263,F 113,company,Bandung,,,,-6.8980474,107.6459068
4863109262,F 114,company,Bandung,,,,-6.8979781,107.6459107
4863109261,F 115,company,Bandung,,,,-6.897947,107.6459197
4863109264,F 116,company,Bandung,,,,-6.8979355,107.645866
4863109265,F 117,company,Bandung,,,,-6.8981357,107.6456572
4863109266,F 118,company,Bandung,,,,-6.8980769,107.6456764
4863109267,F 119,company,Bandung,,,,-6.8980884,107.6457259
4863109268,F 122,company,Bandung,,,,-6.8979449,107.6457989
4863109257,F 201,company,Bandung,,,,-6.8981523,107.6457126
4863109256,F 202,company,Bandung,,,,-6.8981691,107.6457844
4863109255,F 203,company,Bandung,,,,-6.8981866,107.6458487
4863109254,F 204,company,Bandung,,,,-6.8982026,107.6459077
4863109253,F 205,company,Bandung,,,,-6.8980803,107.6458487
4863109252,F 206,company,Bandung,,,,-6.8980352,107.6458555
4863189965,F 207,company,Bandung,,,,-6.8979779,107.645877
11299464547,F/F Entertainment,consulting,,"Jalan Laksana II, 6, South Jakarta",+6281259226886,https://www.facebook.com/festivefileds/,-6.2375076,106.8160199
196472803,FIF Group,financial,Makassar,"Jalan Sungai Walanae, 2, Makassar",,,-5.1473413,119.4239773
3233780913,FIFGroup,company,Denpasar,"Jalan Teuku Umar, 43, Denpasar",,,-8.6706941,115.2099932
6894784686,FKS Group,company,,,,,-6.2167635,106.8182494
13608915746,FM Global,logistics,Bandung,76;78,,,-6.9595196,107.6993619
9963088046,FO Sunset,company,Denpasar,,,,-8.6903572,115.1724602
5426230721,Fiberstar Surabaya Ketintang,company,Surabaya,,,,-7.3184408,112.7314476
7709217805,Finmas - Fintech P2P Lending,financial,Jakarta,Jalan Doktor Ide Anak Agung Gde Agung,,,-6.2263197,106.8255682
426896940,First Media,telecommunication,Surabaya,,+62211500595,https://www.firstmedia.com/,-7.2702607,112.7511588
1198173686,GNS,company,Bandung,"Bulevar Magna, 69, Bandung",,,-6.9589547,107.6894461
6252754291,Gading Murni,company,,,,,-6.1775093,106.817857
4991472625,Ganesha Operation Gedung A,company,Bandung,Jalan Sarimanah,,,-6.8783195,107.5772542
312071765,Garuda Indonesia,company,Denpasar,"Sugianyar, Denpasar",,,-8.6585363,115.2180493
6953993696,Geco Coworking Space,company,Surabaya,"Jalan Ratna, 14, Ngagel, Wonokromo, Surabaya",,,-7.292343,112.7453772
491283339,Gedung ACC Kramat Kwitang,insurance,Jakarta,,,,-6.1801266,106.840822
196067477,Gedung Balai Kartini Makassar,company,Makassar,,,,-5.131377,119.4229438
483382056,Gedung Dana Pensiun Telkom,telecommunication,Jakarta,"Jl. Penataran No. 9, DKI Jakarta",,,-6.2030076,106.8451582
121551472,Gedung Garuda Indonesia,company,,"Jalan Gunung Sahari Raya, DKI Jakarta",,,-6.1601448,106.8381139
633744898,Gedung IRC Tanjung Sari,company,Medan,,,,3.5457412,98.6244657
311688753,Gedung Indovision,company,Denpasar,"Jalan Diponegoro, Denpasar",,,-8.668158,115.2159875
633491604,Gedung Infomedia Nusantara Telkom,telecommunication,Bandung,,,,-6.9511038,107.6367901
255540726,Gedung Philips,company,,,,,-6.2783903,106.8293338
255540805,Gedung Signify,company,,,,,-6.2778669,106.8295073
255540804,Gedung Tetra Pak,company,,,,,-6.2781657,106.8289949
121129325,Gedung Wirausaha,company,,"Jalan Hajjah R. Rasuna Said, C-5, Jakarta Selatan",,,-6.2138951,106.8312077
3960837457,Generali Insurance Group,insurance,Denpasar,"Jalan Raya Sesetan, Denpasar",,,-8.7061355,115.2203213
14093890911,Global Digital Niaga,company,Bandung,,,,-6.9493781,107.6160246
8826330319,GoJek HQ,company,Denpasar,"Jalan Teuku Umar Barat, 41",+622150251110,https://www.go-jek.com/blog/bali/,-8.6813377,115.1961658
6898406887,GoWork,company,,,,,-6.2269428,106.826253
6816794565,Godrej,company,,,,,-6.1745838,106.7888781
5080825724,Grab,company,Bandung,"Ruko Paskal Hypersquare, Bandung",,,-6.9146774,107.5937233
4561504298,Grab Bali Office,company,Denpasar,"Imam Bonjol Square, A 27, Denpasar",,,-8.700096,115.1863851
12079590681,Grafika Pariwara | PT. GRAFIKA PARIWARA KUSUMAH,advertising_agency,Bandung,"Jl. Inhoftnak, Kota Bandung",+62 821 1982 5032,https://grafikapariwara.com,-6.9411279,107.6031462
5267381438,Grahaesa,company,,"Jalan Raya Gading Kirana, DKI Jakarta",,http://grahaesa.com,-6.1508124,106.8970789
6910823892,Grant Thornton,company,,,,,-6.2168505,106.8180633
6951189589,Great Eastern,company,,,,,-6.2327315,106.8313101
6380674088,Green Lake City Ruko Wallstreet,company,,,,,-6.1794552,106.7114264
11036658917,Grha SanQua,company,,"Jalan Bintaro Permai, 26, DKI Jakarta",,,-6.2571004,106.7644709
1175013181,Grha Telkom,company,Tangerang,Jalan Pahlawan Seribu,,,-6.2777091,106.6620875
446534958,Grha Wonokoyo,company,Surabaya,"Jalan Raya Darmo, Surabaya",,,-7.2905459,112.739435
563188407,Gudang & Kamar Tera Kalisari,company,Semarang,,,,-6.9919733,110.404618
4271458255,Gudang Alumex,company,Medan,,,,3.575672,98.6854929
514123221,Gudang Billboard,advertising_agency,,,+62 877 8889 9283,https://billboard.mikkaintermedia.co.id/,-6.3308951,106.8607177
1444858632,HYDAC Indonesia,company,Tangerang,"Jalan Raya Cisauk, Tangerang",,https://www.hydac.com/id-id/,-6.3166655,106.6525652
13748217801,Hadi Motor,company,Bandung,,,,-6.9043053,107.6670917
228953400,Halodoc,company,,"Jalan Setia Budi Selatan, DKI Jakarta",,,-6.2114244,106.8294056
